timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-03-04T00:00:00.000Z";"2025-03-04T23:59:59.999Z";"2025-03-04T21:31:00.000Z";"2025-03-04T16:38:00.000Z";"2781";12.8092150535;13.1194559201;11.7910308055;13.0010469342;1576654597.98;2600176314.31;"2025-03-04T23:59:59.999Z"
"2025-03-03T00:00:00.000Z";"2025-03-03T23:59:59.999Z";"2025-03-03T00:01:00.000Z";"2025-03-03T21:59:00.000Z";"2781";16.8663742489;16.8956646854;12.4614318028;12.8092273565;2540359331.4;2561837195.73;"2025-03-03T23:59:59.999Z"
"2025-03-02T00:00:00.000Z";"2025-03-02T23:59:59.999Z";"2025-03-02T20:57:00.000Z";"2025-03-02T00:02:00.000Z";"2781";13.190515052;17.5849990245;13.1656929762;16.8663992594;3486258447.48;3373267214.69;"2025-03-02T23:59:59.999Z"
"2025-03-01T00:00:00.000Z";"2025-03-01T23:59:59.999Z";"2025-03-01T02:48:00.000Z";"2025-03-01T01:09:00.000Z";"2781";12.9659017712;14.3253406838;12.6777007091;13.190515052;1350596554.84;2638097083.71;"2025-03-01T23:59:59.999Z"
"2025-02-28T00:00:00.000Z";"2025-02-28T23:59:59.999Z";"2025-02-28T19:36:00.000Z";"2025-02-28T08:26:00.000Z";"2781";12.5940976109;13.4845945099;11.1006340684;12.9659160369;1671383569.71;2593174563.58;"2025-02-28T23:59:59.999Z"
"2025-02-27T00:00:00.000Z";"2025-02-27T23:59:59.999Z";"2025-02-27T01:30:00.000Z";"2025-02-27T21:07:00.000Z";"2781";13.2886748063;13.5811372761;12.4084990297;12.5942666016;709937513.16;2518847754.04;"2025-02-27T23:59:59.999Z"
"2025-02-26T00:00:00.000Z";"2025-02-26T23:59:59.999Z";"2025-02-26T23:58:00.000Z";"2025-02-26T18:59:00.000Z";"2781";13.2392005889;13.290556894;12.5166737013;13.2886748063;946001544.18;2657729306.42;"2025-02-26T23:59:59.999Z"
"2025-02-25T00:00:00.000Z";"2025-02-25T23:59:59.999Z";"2025-02-25T20:27:00.000Z";"2025-02-25T07:28:00.000Z";"2781";12.9060667928;13.5594853187;12.5277373566;13.2392005889;1396355586.24;2647834491.21;"2025-02-25T23:59:59.999Z"
"2025-02-24T00:00:00.000Z";"2025-02-24T23:59:59.999Z";"2025-02-24T00:16:00.000Z";"2025-02-24T23:54:00.000Z";"2781";16.1263530641;16.2524081889;12.8121004361;12.905040985;1095946183.87;2581207896.75;"2025-02-24T23:59:59.999Z"
"2025-02-23T00:00:00.000Z";"2025-02-23T23:59:59.999Z";"2025-02-23T00:04:00.000Z";"2025-02-23T17:04:00.000Z";"2781";16.5103934136;16.5839481204;15.8449904252;16.1268282476;422079974.64;3225358836.39;"2025-02-23T23:59:59.999Z"
"2025-02-22T00:00:00.000Z";"2025-02-22T23:59:59.999Z";"2025-02-22T16:05:00.000Z";"2025-02-22T00:13:00.000Z";"2781";15.8699823219;16.7494905314;15.75395798;16.5103934136;598930821.2;3302071724.08;"2025-02-22T23:59:59.999Z"
"2025-02-21T00:00:00.000Z";"2025-02-21T23:59:59.999Z";"2025-02-21T13:49:00.000Z";"2025-02-21T19:44:00.000Z";"2781";17.0629484602;17.3359839515;15.6993314656;15.8694430792;1061914758.2;3174057038.39;"2025-02-21T23:59:59.999Z"
"2025-02-20T00:00:00.000Z";"2025-02-20T23:59:59.999Z";"2025-02-20T12:10:00.000Z";"2025-02-20T17:01:00.000Z";"2781";17.0392405627;17.3658405662;16.6206581709;17.0634190484;802023230.6;3412582634.7;"2025-02-20T23:59:59.999Z"
"2025-02-19T00:00:00.000Z";"2025-02-19T23:59:59.999Z";"2025-02-19T17:07:00.000Z";"2025-02-19T05:01:00.000Z";"2781";16.3430576423;17.3278718673;16.0925841058;17.0392405627;1011398791.35;3407841237.93;"2025-02-19T23:59:59.999Z"
"2025-02-18T00:00:00.000Z";"2025-02-18T23:59:59.999Z";"2025-02-18T01:13:00.000Z";"2025-02-18T17:37:00.000Z";"2781";17.1886908905;17.3687906229;15.6971241126;16.3430468723;1206253368.05;3268602860.56;"2025-02-18T23:59:59.999Z"
"2025-02-17T00:00:00.000Z";"2025-02-17T23:59:59.999Z";"2025-02-17T02:10:00.000Z";"2025-02-17T19:05:00.000Z";"2781";18.7658517215;19.2492848232;16.9521103861;17.1886947564;1619957996.27;3437731456.97;"2025-02-17T23:59:59.999Z"
"2025-02-16T00:00:00.000Z";"2025-02-16T23:59:59.999Z";"2025-02-16T13:59:00.000Z";"2025-02-16T18:32:00.000Z";"2781";18.669433477;19.4397921763;18.3562255673;18.7658325851;2131579265.67;3753159211.95;"2025-02-16T23:59:59.999Z"
"2025-02-15T00:00:00.000Z";"2025-02-15T23:59:59.999Z";"2025-02-15T03:10:00.000Z";"2025-02-15T20:46:00.000Z";"2781";21.4862108836;22.3480818511;18.1500086833;18.669437314;3669482332.19;3733880266.79;"2025-02-15T23:59:59.999Z"
"2025-02-14T00:00:00.000Z";"2025-02-14T23:59:59.999Z";"2025-02-14T17:55:00.000Z";"2025-02-14T00:52:00.000Z";"2781";16.2841799974;24.313080531;15.8696178429;21.4867029471;6234746281;4297233929.27;"2025-02-14T23:59:59.999Z"
"2025-02-13T00:00:00.000Z";"2025-02-13T23:59:59.999Z";"2025-02-13T07:04:00.000Z";"2025-02-13T00:50:00.000Z";"2781";15.4407200126;17.51557545;15.3256568703;16.2842720747;2268118410.04;3256848181.9;"2025-02-13T23:59:59.999Z"
"2025-02-12T00:00:00.000Z";"2025-02-12T23:59:59.999Z";"2025-02-12T22:31:00.000Z";"2025-02-12T15:13:00.000Z";"2781";15.3399408238;15.5315777857;14.6470691616;15.4407200126;871319045.94;3088138121.84;"2025-02-12T23:59:59.999Z"
"2025-02-11T00:00:00.000Z";"2025-02-11T23:59:59.999Z";"2025-02-11T06:59:00.000Z";"2025-02-11T23:07:00.000Z";"2781";15.8942137211;16.7447931571;15.254588679;15.3399339415;905289208.94;3067980950.84;"2025-02-11T23:59:59.999Z"
"2025-02-10T00:00:00.000Z";"2025-02-10T23:59:59.999Z";"2025-02-10T13:58:00.000Z";"2025-02-10T02:37:00.000Z";"2781";15.910079347;16.4747269467;14.7910616474;15.8942137211;1367573431.79;3178836743.76;"2025-02-10T23:59:59.999Z"
"2025-02-09T00:00:00.000Z";"2025-02-09T23:59:59.999Z";"2025-02-09T03:51:00.000Z";"2025-02-09T22:09:00.000Z";"2781";17.2726893493;17.8574984982;15.3712877101;15.910079347;1239266372.47;3182009883.16;"2025-02-09T23:59:59.999Z"
"2025-02-08T00:00:00.000Z";"2025-02-08T23:59:59.999Z";"2025-02-08T23:43:00.000Z";"2025-02-08T05:22:00.000Z";"2781";16.5950975909;17.4240555685;16.2365846587;17.2727350246;1053008244.31;3454531402.91;"2025-02-08T23:59:59.999Z"
"2025-02-07T00:00:00.000Z";"2025-02-07T23:59:59.999Z";"2025-02-07T14:02:00.000Z";"2025-02-07T22:36:00.000Z";"2781";17.1185393437;18.1680809838;16.2153048975;16.5950975909;1517779558.18;3319013321.77;"2025-02-07T23:59:59.999Z"
"2025-02-06T00:00:00.000Z";"2025-02-06T23:59:59.999Z";"2025-02-06T06:50:00.000Z";"2025-02-06T19:52:00.000Z";"2781";18.1398248998;19.4747128285;16.8962643553;17.1183966881;1988768490.16;3423672978.37;"2025-02-06T23:59:59.999Z"
"2025-02-05T00:00:00.000Z";"2025-02-05T23:59:59.999Z";"2025-02-05T14:38:00.000Z";"2025-02-05T00:01:00.000Z";"2781";17.2071638232;20.467913617;17.206324032;18.1397337977;2376505776.79;3627964979.96;"2025-02-05T23:59:59.999Z"
"2025-02-04T00:00:00.000Z";"2025-02-04T23:59:59.999Z";"2025-02-04T00:07:00.000Z";"2025-02-04T10:01:00.000Z";"2781";19.6657196635;19.7571673357;16.4117906549;17.2070144873;2330451059.93;3441402897.46;"2025-02-04T23:59:59.999Z"
"2025-02-03T00:00:00.000Z";"2025-02-03T23:59:59.999Z";"2025-02-03T00:15:00.000Z";"2025-02-03T14:23:00.000Z";"2781";20.8612719708;21.0334258904;16.8279430165;19.6657196635;4205175487.95;3933143932.71;"2025-02-03T23:59:59.999Z"
"2025-02-02T00:00:00.000Z";"2025-02-02T23:59:59.999Z";"2025-02-02T14:38:00.000Z";"2025-02-02T03:29:00.000Z";"2781";19.7367385755;22.4365723479;19.4448831088;20.8576512905;3686686062.54;4171530258.11;"2025-02-02T23:59:59.999Z"
"2025-02-01T00:00:00.000Z";"2025-02-01T23:59:59.999Z";"2025-02-01T01:41:00.000Z";"2025-02-01T20:18:00.000Z";"2781";24.1131906762;24.9497328414;18.7533630261;19.7367385755;2956274869.26;3947347715.11;"2025-02-01T23:59:59.999Z"
"2025-01-31T00:00:00.000Z";"2025-01-31T23:59:59.999Z";"2025-01-31T16:07:00.000Z";"2025-01-31T23:37:00.000Z";"2781";26.0775383235;26.5349259533;23.826775531;24.1116164683;2020181957.65;4822638135.25;"2025-01-31T23:59:59.999Z"
"2025-01-30T00:00:00.000Z";"2025-01-30T23:59:59.999Z";"2025-01-30T04:05:00.000Z";"2025-01-30T23:34:00.000Z";"2781";27.2064826713;28.2334962114;26.0235335799;26.0775761673;1977881388.35;5215507664.71;"2025-01-30T23:59:59.999Z"
"2025-01-29T00:00:00.000Z";"2025-01-29T23:59:59.999Z";"2025-01-29T21:37:00.000Z";"2025-01-29T19:31:00.000Z";"2781";27.3380893647;28.6178312362;26.5047581684;27.2055763914;2380272679.6;5441115278.29;"2025-01-29T23:59:59.999Z"
"2025-01-28T00:00:00.000Z";"2025-01-28T23:59:59.999Z";"2025-01-28T04:40:00.000Z";"2025-01-28T22:14:00.000Z";"2781";28.0485638761;30.3493640851;26.4082466625;27.3368789836;3397085279.21;5467617872.95;"2025-01-28T23:59:59.999Z"
"2025-01-27T00:00:00.000Z";"2025-01-27T23:59:59.999Z";"2025-01-27T23:59:00.000Z";"2025-01-27T07:33:00.000Z";"2781";27.360064757;28.0887913699;24.9739115955;28.0485638761;3658442098.45;5609712775.22;"2025-01-27T23:59:59.999Z"
"2025-01-26T00:00:00.000Z";"2025-01-26T23:59:59.999Z";"2025-01-26T05:26:00.000Z";"2025-01-26T23:30:00.000Z";"2781";28.8858668381;32.2286948772;27.285359212;27.3513932482;3739725391.84;5470278649.65;"2025-01-26T23:59:59.999Z"
"2025-01-25T00:00:00.000Z";"2025-01-25T23:59:59.999Z";"2025-01-25T21:09:00.000Z";"2025-01-25T10:29:00.000Z";"2781";30.0845177411;30.5834932302;25.907089954;28.8858209191;5001313512.76;5777173367.63;"2025-01-25T23:59:59.999Z"
"2025-01-24T00:00:00.000Z";"2025-01-24T23:59:59.999Z";"2025-01-24T08:51:00.000Z";"2025-01-24T23:46:00.000Z";"2781";34.707983956;35.3089575553;29.2859807864;30.0813004249;3946021465.78;6016260084.99;"2025-01-24T23:59:59.999Z"
"2025-01-23T00:00:00.000Z";"2025-01-23T23:59:59.999Z";"2025-01-23T16:19:00.000Z";"2025-01-23T21:34:00.000Z";"2781";36.8921058439;39.2385962212;34.3710155585;34.7083060806;5999701750.12;6941877255.11;"2025-01-23T23:59:59.999Z"
"2025-01-22T00:00:00.000Z";"2025-01-22T23:59:59.999Z";"2025-01-22T00:26:00.000Z";"2025-01-22T23:11:00.000Z";"2781";44.0034476933;44.194204002;36.4351482895;36.9057571143;9611133490.77;7378421168.79;"2025-01-22T23:59:59.999Z"
"2025-01-21T00:00:00.000Z";"2025-01-21T23:59:59.999Z";"2025-01-21T21:59:00.000Z";"2025-01-21T01:42:00.000Z";"2781";36.9604798549;48.1678290679;31.0131162192;44.0049969891;23362555259.26;8800689538.66;"2025-01-21T23:59:59.999Z"
"2025-01-20T00:00:00.000Z";"2025-01-20T23:59:59.999Z";"2025-01-20T05:36:00.000Z";"2025-01-20T22:05:00.000Z";"2781";45.4701582144;63.5079844178;35.1823110463;36.9606590793;30104419663.68;7392095970.98;"2025-01-20T23:59:59.999Z"
"2025-01-19T00:00:00.000Z";"2025-01-19T23:59:59.999Z";"2025-01-19T11:52:00.000Z";"2025-01-19T02:10:00.000Z";"2781";28.7218588705;75.3518198764;24.5051662709;45.5030010328;39063698884.55;9100600206.56;"2025-01-19T23:59:59.999Z"
